Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(à),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(à),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W40X362,W40X362,T,362.0000,106.0000,40.6000,40.5000,0.0000,0.0000,0.0000,16.0000,16.0000,0.0000,0.0000,0.0000,1.1200,1.1250,0.5625,2.0100,2.0000,0.0000,0.0000,0.0000,3.1900,3.2500,1.7500,0.0000,0.0000,0.0000,0.0000,0.0000,3.9900,0.0000,0.0000,30.5000,0.0000,0.0000,28900.0000,1640.0000,1420.0000,16.5000,1380.0000,270.0000,173.0000,3.6000,0.0000,0.0000,0.0000,109.0000,513000.0000,0.0000,154.0000,1240.0000,0.0000,0.0000,289.0000,808.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3300,38.6000,125.0000,0.0000,141.0000,97.2000,113.0000,34.0000,7.5000,0.0000,W1000X539,W1000X539,539.0000,68400.0000,1030.0000,1030.0000,0.0000,0.0000,0.0000,406.0000,406.0000,0.0000,0.0000,0.0000,28.4000,28.6000,14.3000,51.1000,50.8000,0.0000,0.0000,0.0000,81.0000,82.6000,44.5000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9900,0.0000,0.0000,30.5000,0.0000,0.0000,12000.0000,26900.0000,23300.0000,419.0000,574.0000,4420.0000,2830.0000,91.4000,0.0000,0.0000,0.0000,45400.0000,138000.0000,0.0000,99400.0000,516.0000,0.0000,0.0000,4740.0000,13200.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,980.0000,3180.0000,0.0000,3580.0000,2470.0000,2870.0000,864.0000,191.0000,0.0000
W,W40X324,W40X324,F,324.0000,95.3000,40.2000,40.1250,0.0000,0.0000,0.0000,15.9000,15.8750,0.0000,0.0000,0.0000,1.0000,1.0000,0.5000,1.8100,1.8125,0.0000,0.0000,0.0000,2.9900,3.0625,1.6875,0.0000,0.0000,0.0000,0.0000,0.0000,4.4000,0.0000,0.0000,34.2000,0.0000,0.0000,25600.0000,1460.0000,1280.0000,16.4000,1220.0000,239.0000,153.0000,3.5800,0.0000,0.0000,0.0000,79.4000,448000.0000,0.0000,153.0000,1100.0000,0.0000,0.0000,259.0000,720.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2700,38.4000,124.0000,0.0000,140.0000,96.3000,112.0000,34.0000,7.5000,0.0000,W1000X483,W1000X483,483.0000,61500.0000,1020.0000,1020.0000,0.0000,0.0000,0.0000,404.0000,403.0000,0.0000,0.0000,0.0000,25.4000,25.4000,12.7000,46.0000,46.0000,0.0000,0.0000,0.0000,75.9000,77.8000,42.9000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4000,0.0000,0.0000,34.2000,0.0000,0.0000,10700.0000,23900.0000,21000.0000,417.0000,508.0000,3920.0000,2510.0000,90.9000,0.0000,0.0000,0.0000,33000.0000,120000.0000,0.0000,98700.0000,458.0000,0.0000,0.0000,4240.0000,11800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.0000,975.0000,3150.0000,0.0000,3560.0000,2450.0000,2840.0000,864.0000,191.0000,0.0000
W,W40X297,W40X297,F,297.0000,87.3000,39.8000,39.8750,0.0000,0.0000,0.0000,15.8000,15.8750,0.0000,0.0000,0.0000,0.9300,0.9375,0.5000,1.6500,1.6250,0.0000,0.0000,0.0000,2.8300,2.9375,1.6875,0.0000,0.0000,0.0000,0.0000,0.0000,4.8000,0.0000,0.0000,36.8000,0.0000,0.0000,23200.0000,1330.0000,1170.0000,16.3000,1090.0000,215.0000,138.0000,3.5400,0.0000,0.0000,0.0000,61.2000,399000.0000,0.0000,151.0000,982.0000,0.0000,0.0000,234.0000,652.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2200,38.2000,123.0000,0.0000,139.0000,95.4000,111.0000,34.0000,7.5000,0.0000,W1000X443,W1000X443,443.0000,56300.0000,1010.0000,1010.0000,0.0000,0.0000,0.0000,401.0000,403.0000,0.0000,0.0000,0.0000,23.6000,23.8000,12.7000,41.9000,41.3000,0.0000,0.0000,0.0000,71.9000,74.6000,42.9000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8000,0.0000,0.0000,36.8000,0.0000,0.0000,9660.0000,21800.0000,19200.0000,414.0000,454.0000,3520.0000,2260.0000,89.9000,0.0000,0.0000,0.0000,25500.0000,107000.0000,0.0000,97400.0000,409.0000,0.0000,0.0000,3830.0000,10700.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107.0000,970.0000,3120.0000,0.0000,3530.0000,2420.0000,2820.0000,864.0000,191.0000,0.0000
W,W40X277,W40X277,F,277.0000,81.5000,39.7000,39.7500,0.0000,0.0000,0.0000,15.8000,15.8750,0.0000,0.0000,0.0000,0.8300,0.8125,0.4375,1.5800,1.5625,0.0000,0.0000,0.0000,2.7600,2.8750,1.6250,0.0000,0.0000,0.0000,0.0000,0.0000,5.0300,0.0000,0.0000,41.2000,0.0000,0.0000,21900.0000,1250.0000,1100.0000,16.4000,1040.0000,204.0000,132.0000,3.5800,0.0000,0.0000,0.0000,51.5000,379000.0000,0.0000,151.0000,940.0000,0.0000,0.0000,225.0000,614.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2500,38.1000,123.0000,0.0000,139.0000,95.2000,111.0000,34.0000,7.5000,0.0000,W1000X412,W1000X412,412.0000,52600.0000,1010.0000,1010.0000,0.0000,0.0000,0.0000,401.0000,403.0000,0.0000,0.0000,0.0000,21.1000,20.6000,11.1000,40.1000,39.7000,0.0000,0.0000,0.0000,70.1000,73.0000,41.3000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0300,0.0000,0.0000,41.2000,0.0000,0.0000,9120.0000,20500.0000,18000.0000,417.0000,433.0000,3340.0000,2160.0000,90.9000,0.0000,0.0000,0.0000,21400.0000,102000.0000,0.0000,97400.0000,391.0000,0.0000,0.0000,3690.0000,10100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.0000,968.0000,3120.0000,0.0000,3530.0000,2420.0000,2820.0000,864.0000,191.0000,0.0000
W,W40X249,W40X249,F,249.0000,73.5000,39.4000,39.3750,0.0000,0.0000,0.0000,15.8000,15.7500,0.0000,0.0000,0.0000,0.7500,0.7500,0.3750,1.4200,1.4375,0.0000,0.0000,0.0000,2.6000,2.6875,1.5625,0.0000,0.0000,0.0000,0.0000,0.0000,5.5500,0.0000,0.0000,45.6000,0.0000,0.0000,19600.0000,1120.0000,993.0000,16.3000,926.0000,182.0000,118.0000,3.5500,0.0000,0.0000,0.0000,38.1000,334000.0000,0.0000,150.0000,841.0000,0.0000,0.0000,203.0000,551.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2100,38.0000,122.0000,0.0000,138.0000,94.6000,110.0000,34.0000,7.5000,0.0000,W1000X371,W1000X371,371.0000,47400.0000,1000.0000,1000.0000,0.0000,0.0000,0.0000,401.0000,400.0000,0.0000,0.0000,0.0000,19.1000,19.0000,9.5200,36.1000,36.5000,0.0000,0.0000,0.0000,66.0000,68.3000,39.7000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5500,0.0000,0.0000,45.6000,0.0000,0.0000,8160.0000,18400.0000,16300.0000,414.0000,385.0000,2980.0000,1930.0000,90.2000,0.0000,0.0000,0.0000,15900.0000,89700.0000,0.0000,96800.0000,350.0000,0.0000,0.0000,3330.0000,9030.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107.0000,965.0000,3100.0000,0.0000,3510.0000,2400.0000,2790.0000,864.0000,191.0000,0.0000
W,W40X215,W40X215,F,215.0000,63.5000,39.0000,39.0000,0.0000,0.0000,0.0000,15.8000,15.7500,0.0000,0.0000,0.0000,0.6500,0.6250,0.3125,1.2200,1.2500,0.0000,0.0000,0.0000,2.4000,2.5000,1.5625,0.0000,0.0000,0.0000,0.0000,0.0000,6.4500,0.0000,0.0000,52.6000,0.0000,0.0000,16700.0000,964.0000,859.0000,16.2000,803.0000,156.0000,101.0000,3.5400,0.0000,0.0000,0.0000,24.8000,284000.0000,0.0000,149.0000,719.0000,0.0000,0.0000,175.0000,473.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1900,37.8000,122.0000,0.0000,138.0000,93.8000,110.0000,34.0000,7.5000,0.0000,W1000X321,W1000X321,321.0000,41000.0000,991.0000,991.0000,0.0000,0.0000,0.0000,401.0000,400.0000,0.0000,0.0000,0.0000,16.5000,15.9000,7.9400,31.0000,31.8000,0.0000,0.0000,0.0000,61.0000,63.5000,39.7000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4500,0.0000,0.0000,52.6000,0.0000,0.0000,6950.0000,15800.0000,14100.0000,411.0000,334.0000,2560.0000,1660.0000,89.9000,0.0000,0.0000,0.0000,10300.0000,76300.0000,0.0000,96100.0000,299.0000,0.0000,0.0000,2870.0000,7750.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0000,960.0000,3100.0000,0.0000,3510.0000,2380.0000,2790.0000,864.0000,191.0000,0.0000
W,W40X199,W40X199,F,199.0000,58.8000,38.7000,38.6250,0.0000,0.0000,0.0000,15.8000,15.7500,0.0000,0.0000,0.0000,0.6500,0.6250,0.3125,1.0700,1.0625,0.0000,0.0000,0.0000,2.2500,2.3125,1.5625,0.0000,0.0000,0.0000,0.0000,0.0000,7.3900,0.0000,0.0000,52.6000,0.0000,0.0000,14900.0000,869.0000,770.0000,16.0000,695.0000,137.0000,88.2000,3.4500,0.0000,0.0000,0.0000,18.3000,246000.0000,0.0000,149.0000,628.0000,0.0000,0.0000,153.0000,427.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1200,37.6000,121.0000,0.0000,137.0000,93.2000,109.0000,34.0000,7.5000,0.0000,W1000X296,W1000X296,296.0000,37900.0000,983.0000,981.0000,0.0000,0.0000,0.0000,401.0000,400.0000,0.0000,0.0000,0.0000,16.5000,15.9000,7.9400,27.2000,27.0000,0.0000,0.0000,0.0000,57.2000,58.7000,39.7000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3900,0.0000,0.0000,52.6000,0.0000,0.0000,6200.0000,14200.0000,12600.0000,406.0000,289.0000,2250.0000,1450.0000,87.6000,0.0000,0.0000,0.0000,7620.0000,66100.0000,0.0000,96100.0000,261.0000,0.0000,0.0000,2510.0000,7000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.0000,955.0000,3070.0000,0.0000,3480.0000,2370.0000,2770.0000,864.0000,191.0000,0.0000
W,W40X392,W40X392,T,392.0000,116.0000,41.6000,41.6250,0.0000,0.0000,0.0000,12.4000,12.3750,0.0000,0.0000,0.0000,1.4200,1.4375,0.7500,2.5200,2.5000,0.0000,0.0000,0.0000,3.7000,3.8125,1.9375,0.0000,0.0000,0.0000,0.0000,0.0000,2.4500,0.0000,0.0000,24.1000,0.0000,0.0000,29900.0000,1710.0000,1440.0000,16.1000,803.0000,212.0000,130.0000,2.6400,0.0000,0.0000,0.0000,172.0000,306000.0000,0.0000,121.0000,946.0000,0.0000,0.0000,270.0000,848.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3000,39.1000,116.0000,0.0000,128.0000,95.6000,108.0000,34.0000,7.5000,0.0000,W1000X584,W1000X584,584.0000,74800.0000,1060.0000,1060.0000,0.0000,0.0000,0.0000,315.0000,314.0000,0.0000,0.0000,0.0000,36.1000,36.5000,19.0000,64.0000,63.5000,0.0000,0.0000,0.0000,94.0000,96.8000,49.2000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4500,0.0000,0.0000,24.1000,0.0000,0.0000,12400.0000,28000.0000,23600.0000,409.0000,334.0000,3470.0000,2130.0000,67.1000,0.0000,0.0000,0.0000,71600.0000,82200.0000,0.0000,78100.0000,394.0000,0.0000,0.0000,4420.0000,13900.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.8000,993.0000,2950.0000,0.0000,3250.0000,2430.0000,2740.0000,864.0000,191.0000,0.0000
W,W40X331,W40X331,T,331.0000,97.7000,40.8000,40.7500,0.0000,0.0000,0.0000,12.2000,12.1250,0.0000,0.0000,0.0000,1.2200,1.2500,0.6250,2.1300,2.1250,0.0000,0.0000,0.0000,3.3100,3.3750,1.8125,0.0000,0.0000,0.0000,0.0000,0.0000,2.8600,0.0000,0.0000,28.0000,0.0000,0.0000,24700.0000,1430.0000,1210.0000,15.9000,644.0000,172.0000,106.0000,2.5700,0.0000,0.0000,0.0000,105.0000,241000.0000,0.0000,118.0000,766.0000,0.0000,0.0000,226.0000,706.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2100,38.7000,114.0000,0.0000,126.0000,93.8000,106.0000,34.0000,7.5000,0.0000,W1000X494,W1000X494,494.0000,63000.0000,1040.0000,1040.0000,0.0000,0.0000,0.0000,310.0000,308.0000,0.0000,0.0000,0.0000,31.0000,31.8000,15.9000,54.1000,54.0000,0.0000,0.0000,0.0000,84.1000,85.7000,46.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8600,0.0000,0.0000,28.0000,0.0000,0.0000,10300.0000,23400.0000,19800.0000,404.0000,268.0000,2820.0000,1740.0000,65.3000,0.0000,0.0000,0.0000,43700.0000,64700.0000,0.0000,76100.0000,319.0000,0.0000,0.0000,3700.0000,11600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.5000,983.0000,2900.0000,0.0000,3200.0000,2380.0000,2690.0000,864.0000,191.0000,0.0000
W,W40X327,W40X327,T,327.0000,95.9000,40.8000,40.7500,0.0000,0.0000,0.0000,12.1000,12.1250,0.0000,0.0000,0.0000,1.1800,1.1875,0.6250,2.1300,2.1250,0.0000,0.0000,0.0000,3.3100,3.3750,1.8125,0.0000,0.0000,0.0000,0.0000,0.0000,2.8500,0.0000,0.0000,29.0000,0.0000,0.0000,24500.0000,1410.0000,1200.0000,16.0000,640.0000,170.0000,105.0000,2.5800,0.0000,0.0000,0.0000,103.0000,239000.0000,0.0000,117.0000,754.0000,0.0000,0.0000,225.0000,695.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2100,38.7000,114.0000,0.0000,126.0000,93.7000,106.0000,34.0000,7.5000,0.0000,W1000X486,W1000X486,486.0000,61900.0000,1040.0000,1040.0000,0.0000,0.0000,0.0000,307.0000,308.0000,0.0000,0.0000,0.0000,30.0000,30.2000,15.9000,54.1000,54.0000,0.0000,0.0000,0.0000,84.1000,85.7000,46.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8500,0.0000,0.0000,29.0000,0.0000,0.0000,10200.0000,23100.0000,19700.0000,406.0000,266.0000,2790.0000,1720.0000,65.5000,0.0000,0.0000,0.0000,42900.0000,64200.0000,0.0000,75500.0000,314.0000,0.0000,0.0000,3690.0000,11400.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.5000,983.0000,2900.0000,0.0000,3200.0000,2380.0000,2690.0000,864.0000,191.0000,0.0000
W,W40X294,W40X294,F,294.0000,86.2000,40.4000,40.3750,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,0.0000,0.0000,1.0600,1.0625,0.5625,1.9300,1.9375,0.0000,0.0000,0.0000,3.1100,3.1875,1.7500,0.0000,0.0000,0.0000,0.0000,0.0000,3.1100,0.0000,0.0000,32.2000,0.0000,0.0000,21900.0000,1270.0000,1080.0000,15.9000,562.0000,150.0000,93.5000,2.5500,0.0000,0.0000,0.0000,76.6000,208000.0000,0.0000,115.0000,668.0000,0.0000,0.0000,203.0000,622.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1600,38.5000,113.0000,0.0000,125.0000,92.8000,105.0000,34.0000,7.5000,0.0000,W1000X438,W1000X438,438.0000,55600.0000,1030.0000,1030.0000,0.0000,0.0000,0.0000,305.0000,305.0000,0.0000,0.0000,0.0000,26.9000,27.0000,14.3000,49.0000,49.2000,0.0000,0.0000,0.0000,79.0000,81.0000,44.5000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1100,0.0000,0.0000,32.2000,0.0000,0.0000,9120.0000,20800.0000,17700.0000,404.0000,234.0000,2460.0000,1530.0000,64.8000,0.0000,0.0000,0.0000,31900.0000,55900.0000,0.0000,74200.0000,278.0000,0.0000,0.0000,3330.0000,10200.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.3000,978.0000,2870.0000,0.0000,3180.0000,2360.0000,2670.0000,864.0000,191.0000,0.0000
W,W40X278,W40X278,F,278.0000,82.3000,40.2000,40.1250,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,0.0000,0.0000,1.0300,1.0000,0.5000,1.8100,1.8125,0.0000,0.0000,0.0000,2.9900,3.0625,1.7500,0.0000,0.0000,0.0000,0.0000,0.0000,3.3100,0.0000,0.0000,33.3000,0.0000,0.0000,20500.0000,1190.0000,1020.0000,15.8000,521.0000,140.0000,87.1000,2.5200,0.0000,0.0000,0.0000,65.0000,192000.0000,0.0000,115.0000,622.0000,0.0000,0.0000,190.0000,587.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1300,38.4000,112.0000,0.0000,124.0000,92.4000,104.0000,34.0000,7.5000,0.0000,W1000X415,W1000X415,415.0000,53100.0000,1020.0000,1020.0000,0.0000,0.0000,0.0000,305.0000,305.0000,0.0000,0.0000,0.0000,26.2000,25.4000,12.7000,46.0000,46.0000,0.0000,0.0000,0.0000,75.9000,77.8000,44.5000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3100,0.0000,0.0000,33.3000,0.0000,0.0000,8530.0000,19500.0000,16700.0000,401.0000,217.0000,2290.0000,1430.0000,64.0000,0.0000,0.0000,0.0000,27100.0000,51600.0000,0.0000,74200.0000,259.0000,0.0000,0.0000,3110.0000,9620.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.5000,975.0000,2840.0000,0.0000,3150.0000,2350.0000,2640.0000,864.0000,191.0000,0.0000
W,W40X264,W40X264,F,264.0000,77.4000,40.0000,40.0000,0.0000,0.0000,0.0000,11.9000,11.8750,0.0000,0.0000,0.0000,0.9600,0.9375,0.5000,1.7300,1.7500,0.0000,0.0000,0.0000,2.9100,3.0000,1.6875,0.0000,0.0000,0.0000,0.0000,0.0000,3.4500,0.0000,0.0000,35.6000,0.0000,0.0000,19400.0000,1130.0000,971.0000,15.8000,493.0000,132.0000,82.6000,2.5200,0.0000,0.0000,0.0000,56.1000,181000.0000,0.0000,114.0000,589.0000,0.0000,0.0000,182.0000,555.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1200,38.3000,112.0000,0.0000,124.0000,91.9000,104.0000,34.0000,7.5000,0.0000,W1000X393,W1000X393,393.0000,49900.0000,1020.0000,1020.0000,0.0000,0.0000,0.0000,302.0000,302.0000,0.0000,0.0000,0.0000,24.4000,23.8000,12.7000,43.9000,44.4000,0.0000,0.0000,0.0000,73.9000,76.2000,42.9000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4500,0.0000,0.0000,35.6000,0.0000,0.0000,8070.0000,18500.0000,15900.0000,401.0000,205.0000,2160.0000,1350.0000,64.0000,0.0000,0.0000,0.0000,23400.0000,48600.0000,0.0000,73500.0000,245.0000,0.0000,0.0000,2980.0000,9090.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.2000,973.0000,2840.0000,0.0000,3150.0000,2330.0000,2640.0000,864.0000,191.0000,0.0000
W,W40X235,W40X235,F,235.0000,69.1000,39.7000,39.7500,0.0000,0.0000,0.0000,11.9000,11.8750,0.0000,0.0000,0.0000,0.8300,0.8125,0.4375,1.5800,1.5625,0.0000,0.0000,0.0000,2.7600,2.8750,1.6250,0.0000,0.0000,0.0000,0.0000,0.0000,3.7700,0.0000,0.0000,41.2000,0.0000,0.0000,17400.0000,1010.0000,875.0000,15.9000,444.0000,118.0000,74.6000,2.5400,0.0000,0.0000,0.0000,41.3000,161000.0000,0.0000,113.0000,530.0000,0.0000,0.0000,166.0000,495.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1100,38.1000,111.0000,0.0000,123.0000,91.3000,103.0000,34.0000,7.5000,0.0000,W1000X350,W1000X350,350.0000,44600.0000,1010.0000,1010.0000,0.0000,0.0000,0.0000,302.0000,302.0000,0.0000,0.0000,0.0000,21.1000,20.6000,11.1000,40.1000,39.7000,0.0000,0.0000,0.0000,70.1000,73.0000,41.3000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7700,0.0000,0.0000,41.2000,0.0000,0.0000,7240.0000,16600.0000,14300.0000,404.0000,185.0000,1930.0000,1220.0000,64.5000,0.0000,0.0000,0.0000,17200.0000,43200.0000,0.0000,72900.0000,221.0000,0.0000,0.0000,2720.0000,8110.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.0000,968.0000,2820.0000,0.0000,3120.0000,2320.0000,2620.0000,864.0000,191.0000,0.0000
W,W40X211,W40X211,F,211.0000,62.1000,39.4000,39.3750,0.0000,0.0000,0.0000,11.8000,11.7500,0.0000,0.0000,0.0000,0.7500,0.7500,0.3750,1.4200,1.4375,0.0000,0.0000,0.0000,2.6000,2.6875,1.5625,0.0000,0.0000,0.0000,0.0000,0.0000,4.1700,0.0000,0.0000,45.6000,0.0000,0.0000,15500.0000,906.0000,786.0000,15.8000,390.0000,105.0000,66.1000,2.5100,0.0000,0.0000,0.0000,30.4000,141000.0000,0.0000,112.0000,468.0000,0.0000,0.0000,148.0000,442.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0700,38.0000,110.0000,0.0000,122.0000,90.6000,102.0000,34.0000,7.5000,0.0000,W1000X314,W1000X314,314.0000,40100.0000,1000.0000,1000.0000,0.0000,0.0000,0.0000,300.0000,298.0000,0.0000,0.0000,0.0000,19.1000,19.0000,9.5200,36.1000,36.5000,0.0000,0.0000,0.0000,66.0000,68.3000,39.7000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1700,0.0000,0.0000,45.6000,0.0000,0.0000,6450.0000,14800.0000,12900.0000,401.0000,162.0000,1720.0000,1080.0000,63.8000,0.0000,0.0000,0.0000,12700.0000,37900.0000,0.0000,72300.0000,195.0000,0.0000,0.0000,2430.0000,7240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.0000,965.0000,2790.0000,0.0000,3100.0000,2300.0000,2590.0000,864.0000,191.0000,0.0000
